country_of_bean_origin,cocoa_percent,rating_category,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,first_taste,second_taste,third_taste,fourth_taste,number_of_taste
Blend,75.0,0,3.0,4,1,0,1,0,1,sandy,roasty,cocoa,no taste,3
Brazil,75.0,0,3.0,4,1,0,1,0,1,creamy,fatty,burnt,no taste,3
Sao tome,75.0,1,4.0,4,1,0,1,0,1,large nibs,spicy,cocoa,no taste,3
Brazil,75.0,1,3.5,4,1,0,1,0,1,complex,herbal,sour,no taste,3
Dominican republic,75.0,0,2.0,4,1,0,1,0,1,sandy,sour,no taste,no taste,2
Venezuela,75.0,0,2.0,4,1,0,1,0,1,creamy,burnt,ashey,lemon,4
Venezuela,75.0,1,3.5,4,1,0,1,0,1,nutty,red berry,rich,no taste,3
Venezuela,75.0,1,3.25,4,1,0,1,0,1,burnt nuts,subtle fruit,no taste,no taste,2
Peru,75.0,1,3.25,3,1,0,0,0,1,subdued,floral,nutty,fatty,4
Sao tome & principe,75.0,1,3.5,4,1,0,1,0,1,deep cocoa,fatty,mild ashey,no taste,3
Tanzania,75.0,1,3.5,4,1,0,1,0,1,spicy,cocoa,no taste,no taste,2
Ecuador,75.0,1,3.5,4,1,0,1,0,1,dried fruit,floral,no taste,no taste,2
Trinidad,75.0,1,3.25,4,1,0,1,0,1,tobacco,deep cocoa,sl. burnt,no taste,3
Ghana,75.0,1,3.25,4,1,0,1,0,1,rich cocoa,fatty,roasty,no taste,3
Papua new guinea,75.0,0,3.0,4,1,0,1,0,1,smoke,fat,hammy,no taste,3
Papua new guinea,75.0,0,3.0,4,1,0,1,0,1,complex,smoke,intense,no taste,3
Indonesia,75.0,0,3.0,4,1,0,1,0,1,fruit,woody,ashey,fatty,4
Venezuela,75.0,0,3.0,4,1,0,1,0,1,roasty,black licorice,rubbery,no taste,3
Madagascar,75.0,0,3.0,4,1,0,1,0,1,high acidity,roasty,sour,chalky,4
Colombia,75.0,0,3.0,4,1,0,1,0,1,sandy,coffee,sweet,roasty,4
Tanzania,75.0,1,3.25,2,0,0,0,0,0,sour palm,rich cocoa,fruit,no taste,3
Peru,75.0,1,3.25,2,0,0,0,0,0,molasses,coffee,cocoa,no taste,3
Vietnam,70.0,0,2.75,2,0,0,0,0,1,fruit,tart,fertilzer,no taste,3
Madagascar,72.0,1,3.25,3,1,0,0,0,1,long,mellow,buttery,no taste,3
Ecuador,75.0,0,3.0,3,1,0,0,0,1,perfume,roasted caramel,no taste,no taste,2
Venezuela,75.0,0,2.75,3,1,0,0,0,1,nutty,fuel,intense,no taste,3
Grenada,70.0,1,3.5,3,1,0,0,0,1,dark berry,mild floral,no taste,no taste,2
Madagascar,74.0,1,3.5,3,1,0,0,0,1,dairy,butterscotch,caramel,no taste,3
Honduras,80.0,0,2.75,3,1,0,0,0,1,chunky,earthy,rubber,no taste,3
Ecuador,77.0,1,3.5,3,1,0,0,0,1,floral,grain,deep cocoa,no taste,3
Jamaica,75.0,1,3.75,2,0,0,0,0,1,sticky,mild,hay,honey,4
Solomon islands,72.0,1,3.25,3,1,0,0,0,1,dominant savory,no taste,no taste,no taste,1
Venezuela,73.0,0,2.75,4,1,0,1,0,1,fatty,vanilla,orange,no taste,3
Dominican republic,65.0,1,3.75,4,1,0,1,0,1,peanut,soy,sunflower,no taste,3
Vietnam,75.0,1,3.5,4,1,0,1,0,1,intense,fig,roasty,citrus,4
Philippines,66.0,1,3.5,4,1,0,1,0,1,spice,sunflower,no taste,no taste,2
Ecuador,73.0,1,3.25,4,1,0,1,0,1,few grits,strong floral,no taste,no taste,2
Papua new guinea,75.0,1,3.25,4,1,0,1,0,1,intense smoke,no taste,no taste,no taste,1
Brazil,65.0,1,3.25,3,1,0,0,0,1,muted,banana,hot cocoa,no taste,3
Brazil,75.0,1,3.25,3,1,0,0,0,1,sticky,intense,roasty,fruit,4
Brazil,80.0,1,3.25,3,1,0,0,0,1,tannic,fruity,cocoa,no taste,3
Peru,70.0,0,3.0,3,1,0,0,0,1,pungent,grapes,no taste,no taste,2
Peru,70.0,1,3.75,3,1,0,0,0,1,bold,nutty,floral,wine,4
Peru,70.0,1,3.5,3,1,0,0,0,1,intense plum,harsh woody,no taste,no taste,2
Mexico,74.0,0,3.0,3,1,0,0,0,1,waxy,gritty,spicy,hammy,4
Mexico,70.0,0,2.75,3,1,0,0,0,1,gritty,waxy,leather,no taste,3
Madagascar,75.0,1,3.25,3,1,0,0,0,1,gritty,sticky,candied,no taste,3
Congo,75.0,0,2.75,3,1,0,0,0,1,refined,honey,rubber,no taste,3
Peru,70.0,0,3.0,3,1,0,0,0,1,pungent,green,citrus,no taste,3
Haiti,70.0,1,3.5,3,1,0,0,0,1,basic cocoa,no taste,no taste,no taste,1
Haiti,70.0,1,3.25,3,1,0,0,0,1,green,no taste,no taste,no taste,1
Guatemala,70.0,0,2.75,5,1,1,1,0,1,Easter candy,burnt,no taste,no taste,2
Peru,73.0,1,3.5,2,0,0,0,0,1,dried fruit,raisins,nutty,no taste,3
Peru,80.0,1,3.25,2,0,0,0,0,1,fruity,melon,no taste,no taste,2
Peru,70.0,0,2.5,2,0,0,0,0,1,oily,intense vinegar,no taste,no taste,2
Peru,75.0,1,3.25,3,1,0,0,0,1,fatty,cocoa,no taste,no taste,2
Tanzania,72.0,1,3.75,3,1,0,0,0,1,creamy,complex,maple,no taste,3
Peru,72.0,1,3.75,3,1,0,0,0,1,dominant spice,no taste,no taste,no taste,1
Ecuador,72.0,1,3.5,3,1,0,0,0,1,floral,malt,high astringcy,no taste,3
Dominican republic,72.0,1,3.5,3,1,0,0,0,1,floral,roasted cacao,dirty,no taste,3
Nicaragua,72.0,1,3.5,3,1,0,0,0,1,grassy,earthy,roasty,dirty,4
Ecuador,75.0,1,3.75,4,1,0,1,0,1,vanilla,dark roast,spicy,no taste,3
Ecuador,67.0,1,3.5,4,1,0,1,0,1,creamy,caramel,dairy,no taste,3
Ecuador,75.0,0,3.0,4,1,0,1,0,1,cinamon,hazelnut,roasty,no taste,3
Ecuador,75.0,0,2.5,4,1,0,1,0,1,strong rubber,off chemical,no taste,no taste,2
Ecuador,75.0,1,3.25,4,1,0,1,0,1,strong spicey,earthy green,no taste,no taste,2
Costa rica,75.0,1,3.5,2,0,0,0,0,1,dark berry,woody,astringent,no taste,3
Madagascar,75.0,1,4.0,2,0,0,0,0,1,dark berry,tropical,nutty,no taste,3
Trinidad,75.0,1,3.5,2,0,0,0,0,1,orange,heavy roast,no taste,no taste,2
Ecuador,75.0,1,3.25,2,0,0,0,0,1,dried fruit,nut,bitter,roasty,4
Belize,75.0,1,3.75,2,0,0,0,0,1,thick,slow,pure,no taste,3
Peru,75.0,0,3.0,2,0,0,0,0,1,intense,roasty,spice,no taste,3
Blend,70.0,1,3.5,2,0,0,0,0,1,sticky,woody,no taste,no taste,2
Ecuador,75.0,1,3.75,2,0,0,0,0,1,floral,bourbon,balanced,no taste,3
Mexico,75.0,1,3.75,3,1,0,0,0,1,smooth,coffee,rich cocoa,no taste,3
Nicaragua,70.0,1,3.5,2,0,0,0,0,1,complex,honey,fruit,nut,4
Trinidad,80.0,1,3.5,2,0,0,0,0,1,rich brownie,dried fruit,no taste,no taste,2
Tanzania,72.0,0,3.0,3,1,0,0,0,1,muted,heavy roast,no taste,no taste,2
Fiji,70.0,0,2.5,3,1,0,0,0,1,fatty,rubbery,nutty,no taste,3
Peru,70.0,0,2.5,3,1,0,0,0,1,fatty,rubbery,off,no taste,3
Costa rica,70.0,1,3.25,2,0,0,0,0,1,dried fruit,intense,no taste,no taste,2
Costa rica,70.0,1,3.25,2,0,0,0,0,1,fatty,honey,slight sour,no taste,3
Costa rica,70.0,1,3.25,2,0,0,0,0,1,roasty,coffee,intense,no taste,3
Madagascar,75.0,1,3.25,5,1,1,1,0,1,rich cocoa,nutty,no taste,no taste,2
Madagascar,68.0,1,3.25,4,1,0,1,0,1,basic cocoa,large nibs,no taste,no taste,2
Madagascar,70.0,0,3.0,2,0,0,0,0,1,raisins,sour,roasty,no taste,3
Trinidad,70.0,0,3.0,2,0,0,0,0,1,dry,honey,roasty,no taste,3
Dominican republic,70.0,0,2.75,2,0,0,0,0,1,nutty,earthy,mild off note,no taste,3
Jamaica,70.0,0,2.75,2,0,0,0,0,1,sandy,heavy roast,woody,no taste,3
Venezuela,70.0,1,3.5,2,0,0,0,0,1,mint,sweet spices,no taste,no taste,2
Peru,75.0,1,3.75,2,0,0,0,0,1,smooth,intense,fruit,complex,4
Bolivia,75.0,0,3.0,2,0,0,0,0,1,rich brownie,roasty,sour,no taste,3
Ecuador,75.0,1,3.75,2,0,0,0,0,1,floral,bourbon,mocha,no taste,3
Bolivia,75.0,1,4.0,2,0,0,0,0,1,smooth,banana,tart,roasty,4
Jamaica,75.0,1,3.75,2,0,0,0,0,1,intense,dark berry,spice,no taste,3
Madagascar,70.0,1,3.5,2,0,0,0,0,1,creamy,heavy roast,citrus,no taste,3
Dominican republic,70.0,1,3.5,2,0,0,0,0,1,sticky,earthy,smokey,no taste,3
Venezuela,80.0,1,3.75,2,0,0,0,0,1,red fruit,intense,earthy,no taste,3
Venezuela,70.0,1,3.75,2,0,0,0,0,1,deep,rich,nutty,roasty,4
Bolivia,75.0,1,3.25,2,0,0,0,0,1,roasty,dried fruit,sour,no taste,3
Honduras,75.0,1,3.75,2,0,0,0,0,1,robust,tart,roasty,no taste,3
Venezuela,73.0,1,3.5,3,1,0,0,0,1,fatty,roasty,coffee,no taste,3
Venezuela,70.0,1,3.5,3,1,0,0,0,1,uneven melt,cashew,no taste,no taste,2
Principe,77.0,0,2.75,3,1,0,0,0,1,smokey,nutty,fat residue,no taste,3
Venezuela,71.0,0,2.5,3,1,0,0,0,1,intense,burnt,chemical,no taste,3
Madagascar,72.0,0,2.5,3,1,0,0,0,1,buttery,sour tang,off notes,no taste,3
Venezuela,76.0,0,2.25,3,1,0,0,0,1,fatty,burnt,nut,vegetal,4
Venezuela,73.0,1,3.75,3,1,0,0,0,1,nuts,chocolate,mellow,no taste,3
Honduras,72.0,0,2.75,3,1,0,0,0,0,off note,vegetal,nibby,no taste,3
Nicaragua,70.0,1,3.5,3,1,0,0,0,1,complex,coarse,astringent,no taste,3
Haiti,75.0,0,3.0,3,1,0,0,0,1,cocoa base,spice,no taste,no taste,2
Blend,69.0,1,3.25,4,1,1,0,0,0,grassy,maple,no taste,no taste,2
Brazil,70.0,1,3.5,4,1,0,1,0,1,creamy,vanilla,rich,no taste,3
Ecuador,70.0,1,3.5,4,1,0,1,0,1,nutty,spicy,floral,no taste,3
Venezuela,70.0,1,3.5,4,1,0,1,0,1,nutty,basic cocoa,no taste,no taste,2
Ecuador,70.0,1,3.5,4,1,0,1,0,1,floral,spicey,no taste,no taste,2
Ecuador,70.0,1,3.25,4,1,0,1,0,1,few grits,basic,gateway,no taste,3
Colombia,70.0,1,3.75,5,1,1,1,0,1,rustic,cherry,marshmallow,no taste,3
Colombia,65.0,0,3.0,5,1,1,1,0,1,sweet,cherry,marshmallow,no taste,3
Colombia,70.0,0,3.0,5,1,1,1,0,1,sweet,marshmallow,no taste,no taste,2
Colombia,75.0,0,2.75,3,0,0,1,0,1,roasty,rich cocoa,marshmallow,no taste,3
Sao tome,70.0,0,2.75,5,1,1,1,0,1,perfume,vanilla,no taste,no taste,2
Blend,70.0,1,3.5,5,1,1,1,0,1,cherry,mild bitter,no taste,no taste,2
Blend,68.0,0,2.0,5,1,1,1,0,1,fruity,smokey,burnt,no taste,3
Jamaica,70.0,0,2.0,5,1,1,1,0,1,fresh nibs,chocolate base off,no taste,no taste,2
Venezuela,75.0,1,3.75,5,1,1,1,0,1,complex,strawberry,tart,no taste,3
Blend,72.0,0,3.0,5,1,1,1,0,1,strong smokey tobacco,no taste,no taste,no taste,1
Blend,75.0,0,3.0,5,1,1,1,0,1,smooth,complex,cocoa base,no taste,3
Blend,72.0,0,3.0,5,1,1,1,0,1,grassy,black pepper,smoke,no taste,3
Ghana,65.0,1,4.0,5,1,1,1,0,1,simple,delicate cocoa,long,no taste,3
Brazil,68.0,1,3.75,5,1,1,1,0,1,smooth,tart,earthy,no taste,3
Vietnam,72.0,1,3.75,5,1,1,1,0,1,creamy,grassy,banana,tart,4
Madagascar,65.0,1,3.75,5,1,1,1,0,1,clingy,subtle,tangy,citrus,4
Grenada,68.0,1,3.5,5,1,1,1,0,1,smooth,grassy,minty,no taste,3
Papua new guinea,68.0,1,3.75,5,1,1,1,0,1,cherry,wine,rich,smoke,4
Peru,78.0,1,4.0,4,1,0,1,0,1,banana,pear,spice,cheese,4
Dominican republic,70.0,0,2.75,2,0,0,0,0,1,rustic,vegetal,earthy,no taste,3
Grenada,70.0,0,2.75,2,0,0,0,0,1,off,sweet,orange,rubber,4
Tanzania,70.0,1,3.25,2,0,0,0,0,1,sticky,cherry,cocoa,no taste,3
Dominican republic,70.0,0,3.0,2,0,0,0,0,1,earthy,mild fruit,sticky,no taste,3
Honduras,70.0,0,2.75,2,0,0,0,0,1,dry,earthy,surface mark,no taste,3
Uganda,70.0,1,3.5,2,0,0,0,0,1,cocoa,roasty,sticky,no taste,3
Fiji,70.0,0,2.75,2,0,0,0,0,1,sharp,raw,metallic,no taste,3
Belize,70.0,1,3.5,3,1,0,0,0,1,full cocoa flavor,no taste,no taste,no taste,1
Guatemala,70.0,0,3.0,3,1,0,0,0,1,spicy,rich cocoa,sweet,no taste,3
Colombia,70.0,0,3.0,3,1,0,0,0,1,black pepper,astringent,no taste,no taste,2
Belize,72.0,1,3.25,2,0,0,0,0,1,fruity,blueberry,no taste,no taste,2
Ecuador,75.0,0,3.0,2,0,0,0,0,1,coffee,nutty,no taste,no taste,2
Papua new guinea,73.0,1,3.5,2,0,0,0,0,1,chewy,smoke,fruit,cocoa,4
Dominican republic,74.0,1,3.5,2,0,0,0,0,1,grapes,tangy,cocoa,no taste,3
Jamaica,72.0,1,3.25,2,0,0,0,0,1,sticky,dried fruit,smoke,no taste,3
Venezuela,77.0,0,2.75,2,0,0,0,0,1,smoked ham,tangy,berry,no taste,3
U.s.a.,73.0,0,2.5,4,1,1,0,0,1,perfume,floral,chemical,no taste,3
U.s.a.,73.0,0,2.0,4,1,1,0,0,1,sticky,earthy,medicinal,no taste,3
Peru,75.0,1,3.5,3,1,0,0,0,1,strong spice,perfume,roasty,no taste,3
Peru,70.0,1,3.25,3,1,0,0,0,1,earthy,roasty,vegetal,no taste,3
Costa rica,70.0,1,3.5,3,1,0,0,0,1,gritty,bold,black pepper,no taste,3
Sao tome,65.0,1,3.25,4,1,0,0,1,1,nutty,salty,no taste,no taste,2
Belize,67.0,0,3.0,4,1,0,0,1,1,fatty,cocoa,spicy,no taste,3
Colombia,68.0,0,3.0,4,1,0,0,1,1,fatty,salty,caramel,no taste,3
Madagascar,67.0,1,3.75,3,1,0,0,0,1,tart,sweet edge,no taste,no taste,2
Madagascar,73.0,1,3.75,3,1,0,0,0,1,intense fruity,mild sour,no taste,no taste,2
Ecuador,73.0,1,3.75,3,1,0,0,0,1,intense,rich,burnt,licorice,4
Guatemala,73.0,1,3.25,2,0,0,0,0,0,waxy,maple,flat,no taste,3
Haiti,73.0,1,3.25,2,0,0,0,0,1,oily,medium roasted cocoa,no taste,no taste,2
Guatemala,73.0,0,3.0,2,0,0,0,0,1,waxy,earthy,cocoa,roasty,4
Ecuador,73.0,1,3.75,2,0,0,0,0,1,rich cocoa,spicy,no taste,no taste,2
Bolivia,73.0,1,3.5,2,0,0,0,0,1,sticky,raisins,fudgey,no taste,3
Tanzania,73.0,1,3.5,2,0,0,0,0,1,basic cocoa,gateway,no taste,no taste,2
Peru,73.0,1,3.75,2,0,0,0,0,1,caramel,anise,dried fruit,no taste,3
Nicaragua,72.0,0,3.0,3,1,0,0,0,1,mild,nutty,vanilla,cocoa,4
Ghana,70.0,0,2.75,4,1,1,0,0,1,sweet,vanilla,cocoa,mold,4
Ecuador,72.0,1,4.0,3,1,0,0,0,1,creamy,pistachio,floral,no taste,3
Tanzania,67.0,1,3.75,3,1,0,0,0,1,bold cherry,rich cooa,no taste,no taste,2
Trinidad,70.0,1,3.75,3,1,0,0,0,1,cigar,tobacco,grass,spice,4
Venezuela,70.0,1,3.75,3,1,0,0,0,1,mild cacao and fruit notes,no taste,no taste,no taste,1
Madagascar,70.0,1,3.5,3,1,0,0,0,1,few grits,bold,dark berry,no taste,3
Papua new guinea,65.0,1,3.5,3,1,0,0,0,1,smokey,tart,astringent,no taste,3
Madagascar,65.0,1,3.25,3,1,0,0,0,1,few grits,sweet,orange,no taste,3
Peru,67.0,0,3.0,3,1,0,0,0,1,light brown,grits,floral,no taste,3
Bolivia,72.0,0,2.75,3,1,0,0,0,1,floral,intense,pungent,no taste,3
Ecuador,70.0,1,4.0,3,1,0,0,0,1,ligt color,creamy,peanut,no taste,3
Venezuela,70.0,1,3.75,3,1,0,0,0,1,creamy,fruit,cocoa,no taste,3
Belize,70.0,1,3.75,3,1,0,0,0,1,apple,mild cherry,no taste,no taste,2
Australia,67.0,1,3.75,3,1,0,0,0,1,delicate,smooth,dairy,no taste,3
Guatemala,70.0,1,3.25,3,1,0,0,0,1,gummy,fatty,earthy,no taste,3
Vietnam,70.0,0,3.0,3,1,0,0,0,1,creamy,molasses,off note,no taste,3
Dominican republic,70.0,1,3.5,3,1,0,0,0,1,cherry,rich choco,no taste,no taste,2
Haiti,70.0,1,3.5,3,1,0,0,0,1,complex,earthy,melon,no taste,3
Ecuador,68.0,1,3.25,3,1,0,0,0,1,fudgey then spicy,vanilla,no taste,no taste,2
Madagascar,68.0,0,3.0,3,1,0,0,0,1,mild cocoa,fruity,no taste,no taste,2
Ghana,67.0,0,1.5,3,1,0,0,0,1,perfume,strong chemical,no taste,no taste,2
Sulawesi,66.0,1,3.25,3,1,0,0,0,0,nuts,fruit,cocoa,no taste,3
India,70.0,0,2.75,3,1,0,0,0,1,grassy,hammy,no taste,no taste,2
Madagascar,72.0,0,3.0,2,0,0,0,0,1,tangy,sour,intense,no taste,3
Ecuador,70.0,1,3.5,2,0,0,0,0,1,intense,simple,floral,earthy,4
Peru,68.0,0,2.75,2,0,0,0,0,1,sticky,sandy,pungent,no taste,3
Philippines,70.0,0,2.5,3,1,0,0,0,1,intense,dirty,floral,medicinal,4
Solomon islands,70.0,1,3.25,2,0,0,0,0,1,sweet,roasty,spicy,no taste,3
Solomon islands,75.0,1,3.25,2,0,0,0,0,1,spicy,roasted,fresh nibs,no taste,3
Blend,70.0,1,3.5,3,1,0,0,0,1,creamy,nutty,cocoa,no taste,3
Bolivia,70.0,1,3.25,2,0,0,0,0,1,intense,leathery,cocoa,no taste,3
Peru,70.0,1,3.25,3,1,0,0,0,1,molasses,grape,sour,no taste,3
Madagascar,70.0,0,3.0,2,0,0,0,0,1,dry,molasses,sour,no taste,3
Venezuela,70.0,0,3.0,2,0,0,0,0,1,dairy,cheese,molasses,no taste,3
Uganda,70.0,0,3.0,3,1,0,0,0,1,molasses,licorice,muted,no taste,3
Tanzania,70.0,1,3.25,3,1,0,0,0,1,sticky,strong molasses,no taste,no taste,2
India,70.0,1,3.25,3,1,0,0,0,1,molasses undertone,tangy,no taste,no taste,2
Madagascar,70.0,1,3.75,3,1,0,0,0,1,subtle red berry,complex,no taste,no taste,2
Venezuela,70.0,1,3.75,3,1,0,0,0,1,black tea,no taste,no taste,no taste,1
Ghana,70.0,1,3.5,3,1,0,0,0,1,earthy,woody,vegetal,no taste,3
Papua new guinea,70.0,1,3.5,3,1,0,0,0,1,smokey,mushroom,woodsy,no taste,3
Dominican republic,70.0,0,3.0,3,1,0,0,0,1,sticky,few grits,mild fruit,sour,4
Dominican republic,70.0,0,3.0,3,1,0,0,0,1,slow to develop,nutty,no taste,no taste,2
Blend,70.0,1,3.75,3,1,0,0,0,1,complex,nut,dried fruit,earth,4
Peru,64.0,1,4.0,3,1,0,0,0,1,complex,spice,caramel,cocoa,4
Blend,70.0,1,4.0,3,1,0,0,0,1,strawberry,cocoa,nutty,no taste,3
Dominican republic,70.0,1,3.75,3,1,0,0,0,1,dried fruit,tart,no taste,no taste,2
Bolivia,70.0,1,3.5,3,1,0,0,0,1,earthy,mild tannic,woody,no taste,3
Venezuela,70.0,1,3.5,3,1,0,0,0,1,strawberry,green mint,no taste,no taste,2
Grenada,70.0,0,2.75,3,1,0,0,0,1,super temper,astringent,burn,no taste,3
Blend,70.0,1,4.0,3,1,0,0,0,1,creamy,raisin,lemon,no taste,3
Blend,70.0,1,4.0,3,1,0,0,0,1,creamy,complex,peanut,no taste,3
U.s.a.,70.0,1,3.75,3,1,0,0,0,1,cranberries,cocoa,no taste,no taste,2
Venezuela,70.0,1,3.75,3,1,0,0,0,1,intense,rich burnt caramel,no taste,no taste,2
Guatemala,70.0,1,3.5,3,1,0,0,0,1,sandy,earthy,tangy wine,no taste,3
Blend,70.0,1,3.5,3,1,0,0,0,1,smoke,tobacco,black pepper,no taste,3
Haiti,70.0,1,3.25,3,1,0,0,0,1,uneven,grassy,roasty,no taste,3
Venezuela,70.0,1,4.0,3,1,0,0,0,1,delicate,nutty,cocoa,dairy,4
Blend,67.0,1,4.0,3,1,0,0,0,1,roasted nuts,burnt brownie,no taste,no taste,2
Jamaica,70.0,1,4.0,3,1,0,0,0,1,floral,berry,clove,no taste,3
Dominican republic,77.0,1,3.75,3,1,0,0,0,1,smoke,burnt caramel,citrus,no taste,3
Trinidad,70.0,1,3.75,3,1,0,0,0,1,creamy,brownie mix,roasty,no taste,3
Venezuela,70.0,1,3.75,3,1,0,0,0,1,nutty,chocolate ice cream,no taste,no taste,2
Indonesia,70.0,1,3.25,3,1,0,0,0,1,creamy,smokey,some fruit,no taste,3
Blend,70.0,1,3.25,3,1,0,0,0,1,grassy,dairy,mild fatty,no taste,3
Venezuela,70.0,1,3.25,3,1,0,0,0,1,creamy,nutty,roasty,no taste,3
Peru,70.0,0,2.75,3,1,0,0,0,1,creamy,medicinal,mild fruit,no taste,3
Peru,70.0,1,3.75,3,1,0,0,0,1,creamy,sour orange,no taste,no taste,2
Vanuatu,70.0,1,3.75,3,1,0,0,0,1,creamy,smokey,rich cocoa,no taste,3
Nicaragua,70.0,1,3.5,3,1,0,0,0,1,basic chocolate,accessible,no taste,no taste,2
Ecuador,80.0,1,3.5,3,1,0,0,0,1,robust,nutty,brownie,no taste,3
Nicaragua,70.0,1,3.25,3,1,0,0,0,1,spicy,woodsy,no taste,no taste,2
Blend,70.0,1,3.25,3,1,0,0,0,1,tart,mild sour,no taste,no taste,2
Venezuela,75.0,1,4.0,3,1,0,0,0,1,balanced,nuts,strawberry,no taste,3
Venezuela,70.0,1,3.5,3,1,0,0,0,1,roasted nuts,dried fruit,no taste,no taste,2
Vietnam,70.0,1,4.0,3,1,0,0,0,1,creamy,honey,blackberry,no taste,3
Nicaragua,70.0,1,3.75,3,1,0,0,0,1,evolves black pepper to citrus,no taste,no taste,no taste,1
Blend,75.0,1,3.75,3,1,0,0,0,1,banana,nutty,no taste,no taste,2
Madagascar,70.0,1,3.5,3,1,0,0,0,1,robust dark tropical fruit,no taste,no taste,no taste,1
Brazil,70.0,1,3.5,3,1,0,0,0,1,creamy,diluted,mild choco,no taste,3
Ecuador,70.0,1,3.25,3,1,0,0,0,1,nutty,banana,harsh ending,no taste,3
Colombia,70.0,1,4.0,3,1,0,0,0,1,creamy,honey,marshmallow,no taste,3
Fiji,70.0,1,3.25,3,1,0,0,0,1,creamy,roasty,woody,no taste,3
Madagascar,70.0,1,4.0,3,1,0,0,0,1,creamy,acidic,balanced,no taste,3
Venezuela,70.0,1,4.0,3,1,0,0,0,1,nutty,cocoa,no taste,no taste,2
Haiti,70.0,0,3.0,3,1,0,0,0,1,sweet edge,lemon,muted,no taste,3
U.s.a.,70.0,1,3.5,2,0,0,0,0,1,intense,tannic,choco,earthy,4
Nicaragua,70.0,1,3.25,2,0,0,0,0,1,earthy,dried fruit,complex,no taste,3
Madagascar,70.0,1,3.5,2,0,0,0,0,1,tart,sour,basic,no taste,3
Venezuela,75.0,1,3.5,2,0,0,0,0,1,dry,earthy,roasty,no taste,3
Tanzania,80.0,1,3.5,2,0,0,0,0,1,sticky,mild fruit,brownie,no taste,3
Dominican republic,70.0,1,3.25,2,0,0,0,0,1,few grits,sweet,cocoa,no taste,3
Ecuador,75.0,1,3.25,2,0,0,0,0,1,dry,floral,earthy,no taste,3
Papua new guinea,77.0,1,3.25,2,0,0,0,0,1,sandy,smokey,fruit,sour,4
Dominican republic,75.0,1,3.25,4,1,1,0,0,1,oily,floral,no taste,no taste,2
Dominican republic,70.0,0,3.0,4,1,1,0,0,1,oily,floral,dairy,no taste,3
Dominican republic,80.0,0,3.0,4,1,1,0,0,1,fatty,muted strawberry,no taste,no taste,2
Vanuatu,72.0,0,2.75,3,1,0,0,0,1,bready,sour milk,fatty,no taste,3
Ecuador,70.0,1,3.75,3,1,0,0,0,1,floral,sandy,no taste,no taste,2
Madagascar,70.0,1,3.75,3,1,0,0,0,1,powdery,cherry,astringent,no taste,3
Dominican republic,70.0,1,3.5,3,1,0,0,0,1,spicy,chocolatey,no taste,no taste,2
Dominican republic,70.0,1,3.75,3,1,0,0,0,1,sandy,robust,grapes,malt,4
Ecuador,70.0,1,3.5,3,1,0,0,0,1,floral,astringent,no taste,no taste,2
Peru,70.0,0,2.75,3,1,0,0,0,1,floral,earthy,burnt rubber,no taste,3
Bolivia,70.0,0,3.0,4,1,0,1,0,1,fatty,mild fruit,off note,no taste,3
Dominican republic,70.0,0,3.0,3,0,0,1,0,1,unrefined,sweet,mild coffee,no taste,3
Ecuador,70.0,0,3.0,4,1,1,0,0,0,coconut,mild vanilla,no taste,no taste,2
Dominican republic,70.0,0,3.0,4,1,1,0,0,0,coconut,cocoa,few grits,no taste,3
Guatemala,70.0,0,3.0,4,1,1,0,0,0,dried fruit,coconut,few grits,no taste,3
Nicaragua,70.0,0,3.0,4,1,1,0,0,0,brownie,few grits,sandy,no taste,3
Madagascar,70.0,0,3.0,4,1,1,0,0,0,red fruit,coconut,no taste,no taste,2
India,72.0,1,3.25,4,1,1,0,0,1,peanut butter,vanilla,artificial,no taste,3
Brazil,68.0,0,2.75,4,1,1,0,0,1,creamy,vanilla,moldy,no taste,3
Ecuador,70.0,1,3.5,3,1,0,0,0,1,oily surface,floral,earthy,no taste,3
Bolivia,70.0,0,2.5,3,1,0,0,0,1,fatty,rubber,off notes,no taste,3
Philippines,75.0,0,2.75,4,1,1,0,0,1,bland,earthy,no taste,no taste,2
Philippines,65.0,0,2.5,4,1,1,0,0,1,vanilla,sweet,no taste,no taste,2
Philippines,70.0,0,2.5,4,1,1,0,0,1,dry,sweet,vanilla(n),no taste,3
Belize,78.0,1,3.25,2,0,0,0,0,1,intense,rich,dark berry,no taste,3
Madagascar,67.0,0,2.75,2,0,0,0,0,1,molasses,sour,astringent,no taste,3
Peru,71.0,0,3.0,5,1,1,1,0,1,powdery,vanilla,earthy,no taste,3
Venezuela,70.0,0,2.75,3,1,0,0,0,1,sticy,nutty,roasty,off notes,4
Sri lanka,70.0,0,2.75,2,0,0,0,0,1,ham,sour,intense,no taste,3
Tanzania,74.0,0,2.75,2,0,0,0,0,1,fruit,burnt,harsh,no taste,3
Venezuela,75.0,1,3.25,5,1,1,1,0,1,acidic,cocoa,dried fruit,no taste,3
Belize,70.0,0,3.0,5,1,1,1,0,1,buttery,cheesy,no taste,no taste,2
Brazil,70.0,0,3.0,5,1,1,1,0,1,cardboard,cheesy,no taste,no taste,2
Tanzania,75.0,0,2.75,3,1,0,0,0,1,fatty,sour,off notes,no taste,3
Peru,70.0,0,2.5,5,1,1,1,0,1,pungent,molasses,sour,no taste,3
