,country_of_bean_origin,cocoa_percent,rating,rating_category,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,number_of_taste
1368,Venezuela,70.0,2.75,0,2,0,0,0,0,1,0,molasses,sweet,choco,no taste,3
1369,Bolivia,70.0,2.5,0,2,0,0,0,0,1,0,pungent,off,no taste,no taste,2
1370,Philippines,70.0,3.25,1,2,0,0,0,0,0,1,smooth,coconut,cocoa,no taste,3
1371,Tanzania,70.0,3.25,1,2,0,0,0,0,0,1,creamy,coconut,cocoa,no taste,3
1372,Dominican republic,70.0,2.75,0,2,0,0,0,0,0,1,dry,floral,dirty,coconut,4
1373,Ecuador,85.0,2.5,0,2,0,0,0,0,0,1,floral,earthy,bitter,no taste,3
1374,Madagascar,80.0,2.5,0,4,1,0,1,0,1,0,sticky,tart,slight burnt,no taste,3
1375,Madagascar,72.0,2.5,0,4,1,0,1,0,1,0,uneven,smokey,hammy,no taste,3
1376,Honduras,70.0,3.5,2,3,1,0,0,0,1,0,intense,grassy,spicy,rich,4
1377,Nicaragua,80.0,3.5,2,3,1,0,0,0,1,0,dried fruit,rich cocoa,no taste,no taste,2
1378,Honduras,80.0,3.25,1,3,1,0,0,0,1,0,intense,ham,butterscotch,no taste,3
1379,Nicaragua,70.0,3.25,1,3,1,0,0,0,1,0,acidic,pomegrant,brownie,no taste,3
1380,El salvador,70.0,3.0,1,3,1,0,0,0,1,0,dairy,caramel,no taste,no taste,2
1381,El salvador,80.0,2.75,0,3,1,0,0,0,1,0,fatty,bitter,woody,roasty,4
1382,Brazil,75.0,2.5,0,3,1,0,0,0,1,0,earthy,floral,rubbery,no taste,3
1383,Madagascar,72.0,3.5,2,3,1,0,0,0,1,0,creamy,fatty,mild cherry,no taste,3
1384,Brazil,70.0,3.0,1,3,1,0,0,0,1,0,fatty,creamy,olive,no taste,3
1385,Solomon islands,67.0,3.75,2,3,1,0,0,0,1,0,dried fruit,mild hammy,no taste,no taste,2
1386,Solomon islands,72.0,3.25,1,3,1,0,0,0,1,0,roasty/smokey,high acidity,no taste,no taste,2
1387,Blend,70.0,3.5,2,3,0,1,0,0,1,0,accesible,simple cocoa note,no taste,no taste,2
1388,Peru,70.0,3.5,2,3,1,0,0,0,1,0,grape,mild smoke,sandy,no taste,3
1389,Dominican republic,67.0,3.75,2,4,1,1,0,0,1,0,creamy,raisins,licorice,no taste,3
1390,Madagascar,65.0,3.75,2,4,1,1,0,0,1,0,grapefruit,spices,no taste,no taste,2
1391,Papua new guinea,64.0,3.75,2,4,1,1,0,0,1,0,tropical fruit and mild smoke,no taste,no taste,no taste,1
1392,Sao tome,70.0,3.0,1,4,1,1,0,0,1,0,creamy,licorice,herbs,no taste,3
1393,Blend,60.0,2.0,0,4,1,1,0,0,1,0,sweet,crisp nibs,no taste,no taste,2
1394,Blend,85.0,2.0,0,4,1,1,0,0,1,0,bitter coffee flavor,no taste,no taste,no taste,1
1395,Blend,99.0,2.0,0,4,1,1,0,0,1,0,smooth,bold,bitter,no taste,3
1396,Venezuela,66.0,3.5,2,4,1,1,0,0,1,0,cocoa,orange,no taste,no taste,2
1397,Sao tome,67.0,3.5,2,4,1,1,0,0,1,0,creamy,smoke,raspberry,no taste,3
1398,Mexico,66.0,3.75,2,4,1,1,0,0,1,0,raisins,melon,no taste,no taste,2
1399,Colombia,69.0,3.25,1,4,1,1,0,0,1,0,sandy,earthy,fatty,no taste,3
1400,Guatemala,70.0,3.5,2,4,1,1,0,0,1,0,dairy,cocoa,fatty,apple,4
1401,Brazil,70.0,3.0,1,4,1,1,0,0,1,0,sandy,grits,nutty,vanilla,4
1402,Indonesia,70.0,2.5,0,4,1,0,0,1,0,1,leather,salt,no taste,no taste,2
1403,Bolivia,75.0,2.0,0,4,1,0,0,1,0,1,sticky,cardboard,why bother,no taste,3
1404,Blend,65.0,1.5,0,4,1,0,0,1,0,1,chemical,salt,wtf,no taste,3
1405,Belize,80.0,3.25,1,4,1,0,0,1,1,0,strawberry,cream,spice,no taste,3
1406,Dominican republic,75.0,2.5,0,3,0,0,0,1,0,1,molassses,palm,spicy,no taste,3
1407,Dominican republic,75.0,3.75,2,3,1,0,0,0,1,0,spicy,rich,mint,no taste,3
1408,Venezuela,75.0,3.75,2,3,1,0,0,0,1,0,nutty,grassy,woody,no taste,3
1409,Belize,80.0,3.5,2,3,1,0,0,0,1,0,woody,lemon,mild bitter,no taste,3
1410,Trinidad,70.0,3.5,2,3,1,0,0,0,1,0,black pepper,dairy,no taste,no taste,2
1411,Nicaragua,70.0,3.5,2,3,1,0,0,0,1,0,rum,herbal,rich,no taste,3
1412,Tanzania,75.0,3.25,1,3,1,0,0,0,1,0,banana,melon,fatty,no taste,3
1413,Belize,70.0,3.5,2,3,1,0,0,0,1,0,grape,cocoa,no taste,no taste,2
1414,India,70.0,3.25,1,3,1,0,0,0,1,0,candy spices,sweet,no taste,no taste,2
1415,Peru,70.0,3.25,1,3,1,0,0,0,1,0,complex,true to origin,no taste,no taste,2
1416,Dominican republic,70.0,3.0,1,3,1,0,0,0,1,0,fatty,simple,no taste,no taste,2
1417,Ecuador,70.0,3.5,2,4,1,1,0,0,1,0,wine,brownie batter,no taste,no taste,2
1418,Ecuador,70.0,2.5,0,4,1,1,0,0,1,0,unrefined,burnt nuts,vanilla,no taste,3
1419,Ecuador,70.0,3.0,1,3,1,0,0,0,1,0,sandy,nutmeg,astringent,no taste,3
1420,India,74.0,3.0,1,3,1,0,0,0,1,0,dry,sandy,empty,sweet,4
1421,Brazil,76.0,3.0,1,3,1,0,0,0,1,0,dry,sandy,dirt,empty,4
1422,Peru,70.0,3.75,2,2,0,0,0,0,1,0,grape,thick,chewy,no taste,3
1423,Madagascar,70.0,3.5,2,2,0,0,0,0,1,0,cocoa,mild pear,sticky,no taste,3
1424,Vietnam,70.0,3.25,1,2,0,0,0,0,1,0,cocounut,late sour,no taste,no taste,2
1425,Brazil,70.0,3.0,1,2,0,0,0,0,1,0,intense,sour,hammy,no taste,3
1426,Ecuador,77.0,2.75,0,3,1,0,0,0,1,0,dry,coffee notes from roaster,no taste,no taste,2
1427,Ecuador,67.0,2.75,0,3,1,0,0,0,1,0,sandy,harsh,floral,no taste,3
1428,Haiti,70.0,3.5,2,2,0,0,0,0,1,0,gritty,sweet,earty,no taste,3
1429,Vietnam,65.0,3.5,2,2,0,0,0,0,1,0,slight grainy,roasty,spicy,no taste,3
1430,Madagascar,72.0,3.25,1,2,0,0,0,0,1,0,tangy,roasty,ham,no taste,3
1431,Papua new guinea,72.0,3.0,1,2,0,0,0,0,1,0,few grits,intense smoke,no taste,no taste,2
1432,Tanzania,72.0,3.75,2,3,1,0,0,0,1,0,complex,fruit,nut,rich,4
1433,Vietnam,70.0,3.5,2,3,1,0,0,0,1,0,sour fig,cocoa,creamy,fatty,4
1434,Brazil,70.0,3.5,2,2,0,0,0,0,1,0,coarse,smokey,citrus,no taste,3
1435,Brazil,75.0,3.75,2,2,0,0,0,0,1,0,sticky,blackberry,acidic,no taste,3
1436,Puerto rico,70.0,3.0,1,3,1,0,0,0,1,0,powdery,intense,floral,no taste,3
1437,Belize,67.0,2.75,0,3,1,0,0,0,1,0,rough,sweet,dairy,vanilla,4
1438,Belize,73.0,3.25,1,3,1,0,0,0,1,0,basic cocoa,no taste,no taste,no taste,1
1439,Belize,72.0,3.0,1,3,1,0,0,0,1,0,strawberry,blueberry,no taste,no taste,2
1440,Cameroon,68.0,3.0,1,2,0,0,0,0,1,0,earthy,no taste,no taste,no taste,1
1441,Brazil,72.0,2.5,0,3,1,0,0,0,1,0,dirty,rubbery,spicy,no taste,3
1442,Tanzania,72.0,3.75,2,2,0,0,0,0,1,0,cocoa,fig,classic,no taste,3
1443,Dominican republic,70.0,3.5,2,2,0,0,0,0,1,0,dark berry,earthy,no taste,no taste,2
1444,Sierra leone,72.0,3.0,1,3,1,0,0,0,1,0,roasty,honey,sweet,no taste,3
1445,Peru,70.0,3.25,1,2,0,0,0,0,1,0,dry,nutty,fruity,no taste,3
1446,Dominican republic,70.0,3.0,1,2,0,0,0,0,1,0,overly intense,tart,red fruit,no taste,3
1447,Indonesia,70.0,2.75,0,2,0,0,0,0,1,0,intense,smokey,floral,no taste,3
1448,Nicaragua,70.0,2.75,0,2,0,0,0,0,1,0,unrefined,hay,sweet,no taste,3
1449,Nicaragua,70.0,2.75,0,2,0,0,0,0,1,0,unrefined,bright berry,sweet,no taste,3
1450,Nicaragua,70.0,3.25,1,3,1,0,0,0,1,0,fatty,floral,spicy,no taste,3
1451,Dominican republic,72.0,3.5,2,2,0,0,0,0,1,0,earthy,spicy,cocoa,no taste,3
1452,Mexico,70.0,3.25,1,3,1,0,0,0,1,0,chalky,powdery,molasses,no taste,3
1453,Mexico,70.0,3.0,1,3,1,0,0,0,1,0,light color,spicy,sweet,sour,4
1454,Nicaragua,70.0,3.5,2,3,1,0,0,0,1,0,grassy,spicy,sweet,no taste,3
1455,Nicaragua,80.0,3.5,2,3,1,0,0,0,1,0,sweet,rich,no taste,no taste,2
1456,Venezuela,70.0,3.5,2,2,0,0,0,0,1,0,Fruity,Roasty,no taste,no taste,2
1457,Vietnam,80.0,3.0,1,2,0,0,0,0,1,0,gritty,tart,molasses,no taste,3
1458,Dominican republic,71.0,2.75,0,2,0,0,0,0,1,0,gritty,sweet,earthy,no taste,3
1459,Tanzania,68.0,2.75,0,2,0,0,0,0,1,0,dry,earthy,atypical,no taste,3
1460,Madagascar,68.0,2.75,0,2,0,0,0,0,1,0,sweet,molasses,gritty,no taste,3
1461,Costa rica,70.0,3.0,1,3,1,0,0,0,1,0,earthy,spicy,cocoa,no taste,3
1462,Costa rica,58.0,2.5,0,3,1,0,0,0,1,0,too sweet,earthy,off notes,no taste,3
1463,Grenada,71.0,2.5,0,4,1,1,0,0,1,0,sandy,oranges,no taste,no taste,2
1464,Blend,70.0,3.75,2,4,1,0,1,0,1,0,sandy,floral,spice,roasty,4
1465,Peru,78.0,3.75,2,4,1,0,1,0,1,0,orange,floral,caramel,no taste,3
1466,Nicaragua,70.0,3.25,1,4,1,0,1,0,1,0,sandy,intense,tropical fruit,no taste,3
1467,Venezuela,70.0,3.0,1,4,1,0,1,0,1,0,coarse,sweet,no taste,no taste,2
1468,Venezuela,75.0,2.75,0,4,1,0,1,0,1,0,coarse,sweet,minty,no taste,3
1469,El salvador,70.0,3.25,1,3,1,0,0,0,1,0,bold,savory,creamy,no taste,3
1470,Nicaragua,67.0,2.75,0,3,1,0,0,0,1,0,strong,rubbery,woody,sweet,4
1471,Ghana,70.0,3.5,2,3,1,0,0,0,1,0,brownie,toffee,no taste,no taste,2
1472,Dominican republic,70.0,2.5,0,2,0,0,0,0,0,1,grassy,dirt,mild spice,no taste,3
1473,Madagascar,73.5,2.5,0,2,0,0,0,0,1,0,intense,pungent,sour fruit,no taste,3
1474,Peru,72.0,2.25,0,2,0,0,0,0,1,0,metallic,medicinal,pungent,no taste,3
1475,Dominican republic,70.0,3.25,1,2,0,0,0,0,1,0,dry,sandy,sweet,acidic,4
1476,Venezuela,71.0,3.0,1,5,1,1,1,0,1,0,pastey,complex,coffee,vanilla,4
1477,Sao tome,75.0,2.75,0,5,1,1,1,0,1,0,grassy,earthy,burnt,no taste,3
1478,Blend,73.0,2.0,0,5,1,1,1,0,1,0,non descript,poor aftertaste,no taste,no taste,2
1479,Blend,73.0,1.0,0,5,1,1,1,0,1,0,pastey,strong off flavor,no taste,no taste,2
1480,Trinidad,67.0,3.75,2,5,1,1,1,0,1,0,complex,intense banana,no taste,no taste,2
1481,Papua new guinea,70.0,2.5,0,5,1,1,1,0,1,0,gritty,vanilla,non-descript,no taste,3
1482,Madagascar,72.0,3.0,1,2,0,0,0,0,1,0,molasses,bright fruit,no taste,no taste,2
1483,Peru,72.0,3.0,1,2,0,0,0,0,1,0,molasses,malt,raisin,no taste,3
1484,Dominican republic,72.0,2.75,0,2,0,0,0,0,1,0,molasses,rum,tea,no taste,3
1485,Venezuela,72.0,2.25,0,2,0,0,0,0,1,0,molasses,nut,roasty,bitter,4
1486,Brazil,72.0,3.0,1,2,0,0,0,0,1,0,notes from sugar,no taste,no taste,no taste,1
1487,Ecuador,75.0,3.5,2,3,1,0,0,0,1,0,single note,spicy,no taste,no taste,2
1488,Peru,75.0,2.75,0,3,1,0,0,0,1,0,spicy,red fruit,raisins,no taste,3
1489,Ecuador,72.0,3.75,2,3,1,0,0,0,1,0,floral,cocoa,creamy,no taste,3
1490,Peru,70.0,3.0,1,3,1,0,0,0,1,0,pungent,grape,sour,no taste,3
1491,Tanzania,72.0,3.0,1,3,1,0,0,0,1,0,sweet,melon notes,no taste,no taste,2
1492,Dominican republic,72.0,3.0,1,3,1,0,0,0,1,0,basic cocoa,sour ending,no taste,no taste,2
1493,Vietnam,72.0,2.75,0,3,1,0,0,0,1,0,spicy,vanilla,sweet,no taste,3
1494,Colombia,72.0,3.25,1,3,1,0,0,0,1,0,strong base cocoa,rubber,no taste,no taste,2
1495,Fiji,74.0,2.75,0,3,1,0,0,0,1,0,sour,rubbery,off,no taste,3
1496,Peru,75.0,3.25,1,4,0,1,1,0,0,1,roasty,mild orange,no taste,no taste,2
1497,Ghana,75.0,3.0,1,4,0,1,1,0,0,1,nutty,high roast,spice,no taste,3
1498,Belize,75.0,3.0,1,4,0,1,1,0,0,1,coconut,mild metallic,no taste,no taste,2
1499,Ecuador,80.0,3.25,1,2,0,0,0,0,1,0,sandy,strawberries,no taste,no taste,2
1500,Nicaragua,70.0,3.0,1,2,0,0,0,0,1,0,woody,coffee,roasted cherry,no taste,3
1501,Nicaragua,75.0,2.75,0,2,0,0,0,0,1,0,fatty,honey,earthy,no taste,3
1502,Ghana,70.0,3.75,2,2,0,0,0,0,1,0,rich,cherry,smoke,cocoa,4
1503,Dominican republic,70.0,3.75,2,2,0,0,0,0,1,0,rich,mild smoke,red fruit,no taste,3
1504,Madagascar,70.0,3.5,2,2,0,0,0,0,1,0,fruity,sour,high astringent,no taste,3
1505,Venezuela,70.0,3.0,1,2,0,0,0,0,1,0,intense,slightly burnt,no taste,no taste,2
1506,Ecuador,70.0,2.75,0,2,0,0,0,0,1,0,earthy,roasted nuts,no taste,no taste,2
1507,Vietnam,70.0,3.25,1,3,1,0,0,0,1,0,spicy,cocoa,hammy,no taste,3
1508,Nigeria,70.0,3.0,1,3,1,0,0,0,1,0,cocoa,nut,dried fruit,rubbery,4
1509,Brazil,70.0,3.5,2,3,1,0,0,0,1,0,nutty,banana,cocoa,no taste,3
1510,Jamaica,70.0,2.5,0,5,1,1,1,0,1,0,grassy,vanilla,burnt,no taste,3
1511,Peru,70.0,3.75,2,2,0,0,0,0,1,0,creamy,roasty,mild grape,no taste,3
1512,Peru,70.0,3.75,2,2,0,0,0,0,1,0,intense grapes,sweet cocoa,no taste,no taste,2
1513,Peru,75.0,4.0,2,3,1,0,0,0,1,0,peanut butter,raspberry,no taste,no taste,2
1514,Congo,70.0,3.75,2,3,1,0,0,0,1,0,melon,earthy,tobacco,no taste,3
1515,Papua new guinea,74.0,3.5,2,2,0,0,0,0,1,0,smokey,intense,coffee,no taste,3
1516,Papua new guinea,88.0,3.25,1,2,0,0,0,0,1,0,intense,bitter,sour,smokey,4
1517,Papua new guinea,70.0,3.0,1,2,0,0,0,0,1,0,smoke,sour fruit,hammy,no taste,3
1518,Papua new guinea,66.0,2.75,0,2,0,0,0,0,1,0,smoke,sour fruit,hammy,no taste,3
1519,Samoa,70.0,3.5,2,2,0,0,0,0,1,0,cocoa,roasty,nutty,no taste,3
1520,Samoa,100.0,2.75,0,1,0,0,0,0,0,0,bitter,intense,nutty,no taste,3
1521,Tanzania,70.0,3.0,1,3,1,0,0,0,1,0,sweet,sandy,fruit,pungent,4
1522,Trinidad,70.0,2.75,0,3,1,0,0,0,1,0,off notes,sour,roasty,no taste,3
1523,Bolivia,70.0,3.5,2,2,0,0,0,0,1,0,rich cocoa,one dimensional,no taste,no taste,2
1524,Brazil,78.0,3.75,2,3,1,0,0,0,1,0,creamy,cherry,acidic,no taste,3
1525,Blend,75.0,3.0,1,3,1,0,0,0,1,0,fatty,cheese,musty,no taste,3
1526,Blend,67.0,2.75,0,3,1,0,0,0,1,0,sandy,cheese,sour,no taste,3
1527,Dominican republic,72.0,3.0,1,3,1,0,0,0,1,0,earthy,cheesy,no taste,no taste,2
1528,Ghana,72.0,3.0,1,3,1,0,0,0,1,0,gritty,simple cocoa,burnt,no taste,3
1529,Blend,85.0,3.0,1,5,1,1,1,0,1,0,sticky,berry,bitter,no taste,3
1530,Blend,76.0,2.75,0,5,1,1,1,0,1,0,rubber,cocoa,bitter,no taste,3
1531,Blend,85.0,2.75,0,5,1,1,1,0,1,0,creamy,medicinal,mint,bitter,4
1532,Blend,76.0,2.0,0,5,1,1,1,0,1,0,intense,medicinal,leathery,no taste,3
1533,Ghana,80.0,2.75,0,4,1,0,1,0,1,0,grits,strong vanilla,brownie,no taste,3
1534,Madagascar,66.0,3.5,2,3,1,0,0,0,1,0,red berry,mild molasses,no taste,no taste,2
1535,Papua new guinea,70.0,3.0,1,3,1,0,0,0,1,0,intensely smokey,no taste,no taste,no taste,1
1536,Tanzania,70.0,3.75,2,3,1,0,0,0,1,0,sweet,dried fruit,gateway,no taste,3
1537,Nicaragua,73.0,3.0,1,3,1,0,0,0,1,0,intense spice,coarse,no taste,no taste,2
1538,Dominican republic,72.0,3.0,1,3,1,0,0,0,1,0,sandy,cinamon,high roast,no taste,3
1539,Ecuador,72.0,3.0,1,3,1,0,0,0,1,0,spicy,sweet,high roast,no taste,3
1540,Belize,74.0,2.75,0,3,1,0,0,0,1,0,sandy,ashey,mild fruit,no taste,3
1541,Dominican republic,72.0,2.75,0,3,1,0,0,0,1,0,sandy,roasty,fruity,no taste,3
1542,Nicaragua,72.0,2.75,0,3,1,0,0,0,1,0,grits,roasty,woody,no taste,3
1543,Panama,71.0,3.0,1,3,1,0,0,0,1,0,fatty,bland,some spice,no taste,3
1544,Bolivia,68.0,3.25,1,3,1,0,0,0,1,0,rich cocoa,bread notes,no taste,no taste,2
1545,Congo,70.0,3.0,1,3,1,0,0,0,1,0,vegetable and honey,no taste,no taste,no taste,1
1546,Peru,75.0,3.0,1,3,1,0,0,0,1,0,creamy,sour banana,lemon,no taste,3
1547,Bolivia,66.0,3.75,2,3,1,0,0,0,1,0,creamy,melon,subtle,no taste,3
1548,Blend,80.0,3.25,1,2,0,0,0,0,1,0,creamy,mild bitter,coffee,no taste,3
1549,Papua new guinea,68.0,2.75,0,3,1,0,0,0,1,0,fatty,dates,musty,no taste,3
1550,U.s.a.,60.0,3.0,1,5,1,1,1,0,1,0,muddy,pastey,sweet,vanilla,4
1551,U.s.a.,60.0,3.0,1,5,1,1,1,0,1,0,sticky,tobacco,no taste,no taste,2
1552,Peru,65.0,3.0,1,4,1,0,1,0,1,0,dry,banana,molasses,no taste,3
1553,Peru,72.0,3.0,1,4,1,0,1,0,1,0,sandy,molasses,brownie,no taste,3
1554,Ecuador,70.0,3.5,2,4,1,0,1,0,1,0,sandy,green,spice,nuts,4
1555,Ecuador,72.0,3.0,1,4,1,0,1,0,1,0,sandy,rubber,spice,floral,4
1556,Ecuador,65.0,3.0,1,4,1,0,1,0,1,0,creamy,sweet,green,no taste,3
1557,Ecuador,60.0,2.75,0,4,1,0,1,0,1,0,floral,rubber,vanilla,metallic,4
1558,Ecuador,70.0,3.5,2,4,1,0,1,0,1,0,waxy,sandy,floral,no taste,3
1559,Peru,70.0,4.0,2,4,1,0,1,0,1,0,light color,complex,molasses,no taste,3
1560,Ecuador,85.0,2.75,0,4,1,0,1,0,1,0,spice,mostly bitter,no taste,no taste,2
1561,Ecuador,70.0,4.0,2,4,1,0,1,0,1,0,creamy,spicy,cocoa,no taste,3
1562,Ecuador,70.0,3.75,2,4,1,0,1,0,1,0,creamy,green fruit,candied,no taste,3
1563,Ecuador,70.0,3.5,2,4,1,0,1,0,1,0,savory,smokey,no taste,no taste,2
1564,Ecuador,70.0,3.25,1,4,1,0,1,0,1,0,floral,green,tannic,no taste,3
1565,Colombia,70.0,4.0,2,4,1,0,1,0,1,0,complex,balanced,no taste,no taste,2
1566,Cuba,72.0,3.75,2,5,1,1,1,0,1,0,creamy,tobacco,cocoa,no taste,3
1567,Haiti,70.0,3.5,2,5,1,1,1,0,1,0,vanilla,sweet,gateway,no taste,3
1568,Vietnam,72.0,3.25,1,5,1,1,1,0,1,0,molasses,tart,vegetal,no taste,3
1569,Madagascar,78.0,3.75,2,2,0,0,0,0,1,0,red fruit,intense,bright,no taste,3
1570,Trinidad,70.0,3.75,2,2,0,0,0,0,1,0,mellow,fruity,brownie,no taste,3
1571,Blend,75.0,3.5,2,2,0,0,0,0,1,0,intense floral,slight woody,no taste,no taste,2
1572,Bolivia,72.0,2.75,0,2,0,0,0,0,1,0,vinegar,sour,no taste,no taste,2
1573,Ecuador,75.0,2.75,0,2,0,0,0,0,1,0,earthy,nutty,black pepper,no taste,3
1574,Vietnam,72.0,3.75,2,2,0,0,0,0,1,0,cocoa,melon,dairy,no taste,3
1575,Tanzania,72.0,3.5,2,2,0,0,0,0,1,0,rich cocoa,dried fruit,no taste,no taste,2
1576,Bolivia,70.0,3.25,1,2,0,0,0,0,1,0,slow,sweet,spicy,no taste,3
1577,Trinidad,70.0,3.25,1,2,0,0,0,0,0,1,maple,spicy,cocoa,no taste,3
1578,Belize,72.0,3.0,1,2,0,0,0,0,1,0,strawberry,savory,no taste,no taste,2
1579,Guatemala,70.0,2.75,0,2,0,0,0,0,1,0,fruity,off rubber,no taste,no taste,2
1580,Haiti,70.0,3.5,2,2,0,0,0,0,1,0,sticky,bold,nutty,fig,4
1581,Peru,72.0,2.75,0,2,0,0,0,0,1,0,grape,pungent,off sour,no taste,3
1582,Dominican republic,75.0,2.75,0,2,0,0,0,0,1,0,creamy,burnt rubber,off,no taste,3
1583,Peru,70.0,3.5,2,2,0,0,0,0,1,0,intense spicy,floral,no taste,no taste,2
1584,Fiji,76.0,3.0,1,2,0,0,0,0,1,0,intense,bitter,spicy,no taste,3
1585,Peru,71.0,3.5,2,2,0,0,0,0,1,0,sandy,fruit,cocoa,sour,4
1586,Belize,75.0,3.25,1,2,0,0,0,0,1,0,fig,sour,rubbery,no taste,3
1587,Madagascar,76.0,3.25,1,2,0,0,0,0,1,0,fruit,sour,roasty,no taste,3
1588,Dominican republic,76.0,3.25,1,2,0,0,0,0,1,0,cocoa,earthy,roasty,no taste,3
1589,Philippines,76.0,3.0,1,2,0,0,0,0,1,0,burnt caramel,coffee,no taste,no taste,2
1590,Bolivia,76.0,2.75,0,2,0,0,0,0,1,0,harsh,tobacco,roasty,no taste,3
1591,Blend,65.0,3.5,2,3,0,1,0,0,1,0,mild nutty,basic cocoa,no taste,no taste,2
1592,Dominican republic,70.0,3.5,2,2,0,0,0,0,1,0,mild spice,grapes,no taste,no taste,2
1593,Bolivia,70.0,3.0,1,2,0,0,0,0,1,0,gritty,woody,acidic,no taste,3
1594,Guatemala,70.0,3.5,2,2,0,0,0,0,1,0,intense,blackberry,acidic,no taste,3
1595,Tanzania,70.0,3.25,1,2,0,0,0,0,1,0,sour,earthy,roasty,no taste,3
1596,Colombia,75.0,3.0,1,3,1,0,0,0,1,0,nut,roasty,high astringent,no taste,3
1597,Guatemala,75.0,2.75,0,3,1,0,0,0,1,0,fatty,woody,poor aftertaste,no taste,3
1598,Dominican republic,75.0,2.75,0,3,1,0,0,0,1,0,rubbery,buttery,soil,no taste,3
1599,Peru,70.0,2.75,0,4,1,1,0,0,1,0,gritty,earthy,melon,no taste,3
1600,Peru,55.0,2.5,0,4,1,1,0,0,1,0,gritty,sweet,off,no taste,3
1601,Madagascar,70.0,4.0,2,3,1,0,0,0,1,0,mild tart,wine,red fruit,long,4
1602,Madagascar,75.0,4.0,2,3,1,0,0,0,1,0,simple red berry,rich,long,no taste,3
1603,Madagascar,67.0,3.5,2,3,1,0,0,0,1,0,creamy,fruit forward,rich,no taste,3
1604,Venezuela,70.0,3.5,2,3,1,0,0,0,1,0,earthy,nutty,no taste,no taste,2
1605,Blend,70.0,3.75,2,3,1,0,0,0,1,0,smooth,red berry,cocoa,no taste,3
1606,Peru,67.0,4.0,2,3,1,0,0,0,1,0,creamy,cocoa,grapes,no taste,3
1607,Madagascar,64.0,2.75,0,2,0,0,0,0,0,1,coarse,sweet,tart,earthy,4
1608,Madagascar,73.0,2.25,0,2,0,0,0,0,0,1,sticky,mild citrus,earthy,no taste,3
1609,Dominican republic,82.0,3.0,1,3,1,0,0,0,1,0,coarse,earthy,sweet,no taste,3
1610,Fiji,75.0,3.0,1,3,1,0,0,0,0,1,mild smokey,black licorice,no taste,no taste,2
1611,Peru,70.0,3.25,1,4,1,0,1,0,1,0,off aroma,anise,dried fruit,no taste,3
1612,Mexico,72.0,4.0,2,5,1,1,1,0,1,0,mild tart,long and rich,no taste,no taste,2
1613,Venezuela,72.0,3.75,2,5,1,1,1,0,1,0,rich cocoa,marshmallow,no taste,no taste,2
1614,Indonesia,72.0,3.0,1,5,1,1,1,0,1,0,red fruit,smokey,sour,no taste,3
1615,Blend,70.0,4.0,2,5,1,1,1,0,1,0,rich cocoa,tart citrus,no taste,no taste,2
1616,Madagascar,72.0,4.0,2,5,1,1,1,0,1,0,tangy,floral,spicy,cocoa,4
1617,Ecuador,72.0,3.75,2,5,1,1,1,0,1,0,creamy,cocoa,grassy,no taste,3
1618,Blend,85.0,3.5,2,5,1,1,1,0,1,0,cinamon,bitter aftertaste,no taste,no taste,2
1619,Brazil,72.0,3.0,1,5,1,1,1,0,1,0,smokey,floral,mild,no taste,3
1620,Mexico,72.0,3.0,1,5,1,1,1,0,1,0,bland,subtle dairy,burning,no taste,3
1621,Cuba,78.0,3.75,2,5,1,1,1,0,1,0,chunky,rich and spicy,no taste,no taste,2
1622,Trinidad,75.0,3.25,1,5,1,1,1,0,1,0,berry notes with sweet edge,no taste,no taste,no taste,1
1623,Venezuela,75.0,3.0,1,5,1,1,1,0,1,0,strong vanilla,nutty,spicey,no taste,3
1624,Peru,85.0,3.0,1,5,1,1,1,0,1,0,bitter,coffee,cocoa,no taste,3
1625,Cameroon,70.0,3.25,1,5,1,1,1,0,1,0,mild fruit,woody,no taste,no taste,2
1626,Madagascar,76.0,3.0,1,4,1,0,1,0,1,0,powdery,roasty,off flavor,no taste,3
1627,Cameroon,70.0,3.0,1,4,1,0,1,0,1,0,rich cocoa,off flavor,no taste,no taste,2
1628,Tanzania,70.0,3.5,2,3,1,0,0,0,1,0,sweet,cream,cherry,rich,4
1629,India,73.0,3.5,2,3,1,0,0,0,1,0,creamy,fruity,mocha,no taste,3
1630,Vietnam,70.0,3.0,1,3,1,0,0,0,1,0,swiss miss,pistachio,rich,no taste,3
1631,Honduras,80.0,2.5,0,4,0,1,1,0,1,0,banana,earthy ending,no taste,no taste,2
1632,Ecuador,73.0,3.5,2,2,0,0,0,0,1,0,intense,floral,leather,no taste,3
1633,Madagascar,73.0,3.25,1,2,0,0,0,0,1,0,intense,dried fruit,roasty,no taste,3
1634,Ecuador,73.0,3.25,1,2,0,0,0,0,1,0,tobacco,woody,rum,no taste,3
1635,Fiji,73.0,2.5,0,2,0,0,0,0,1,0,intense smoke,medicinal,no taste,no taste,2
1636,Nicaragua,80.0,3.25,1,2,0,0,0,0,1,0,chunky,dairy,nutty,rich,4
1637,Nicaragua,80.0,2.75,0,2,0,0,0,0,1,0,dry,sandy,earthy,leathery,4
1638,Nicaragua,80.0,2.75,0,3,1,0,0,0,1,0,metal,earthy,pungent,no taste,3
